id,member_id,loan_status,loan_amnt,term,int_rate,verification_status,purpose,policy_code,application_type,home_ownership,annual_inc,addr_state,dti,delinq_2yrs,mths_since_last_delinq,total_acc,inq_last_6mths,mths_since_last_record,open_acc,pub_rec,collections_12_mths_ex_med,acc_now_delinq,default
6534641,8086791,Fully Paid,15000, 60 months,21.6,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,89000,IN,10.27,0,81,22,2,82,11,1,0,0,non-default
6396090,7193371,Charged Off,6000, 36 months,15.88,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,LA,7.75,0,68,26,2,80,11,1,0,0,default
6514634,8066783,Late (31-120 days),17600, 60 months,24.5,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,100000,AR,10.8,1,9,22,6,95,10,1,0,0,default
6524621,8076771,Fully Paid,16450, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75000,MI,15.17,0,51,42,2,51,10,1,0,0,non-default
6564668,8116812,Fully Paid,8400, 36 months,15.88,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,45000,MD,21.33,0,79,35,2,37,15,1,0,0,non-default
6574640,8126794,Fully Paid,16000, 60 months,16.78,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,58000,OH,9,0,47,44,0,50,11,1,0,0,non-default
6474728,8016879,Fully Paid,10000, 36 months,15.22,Not Verified,credit_card,1,INDIVIDUAL,RENT,41000,NC,17.59,1,19,17,1,112,10,1,0,0,non-default
5156979,6479339,Fully Paid,10000, 36 months,9.71,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,120000,KY,1.63,0,38,28,0,53,9,2,0,0,non-default
6465568,8007682,Fully Paid,16625, 60 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,105000,CA,19.23,0,54,21,1,107,16,1,0,0,non-default
6445353,7987478,Charged Off,18000, 36 months,18.85,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,45000,MD,20.27,1,6,24,3,93,16,1,0,0,default
6455286,7997393,Late (16-30 days),10000, 36 months,12.35,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,36800,OH,15.91,7,19,21,0,95,14,1,0,0,default
6455205,7997314,Fully Paid,8000, 36 months,16.78,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,92000,NJ,14.66,0,26,20,1,23,8,1,0,0,non-default
6328453,7859936,Fully Paid,6500, 36 months,15.22,Verified,wedding,1,INDIVIDUAL,MORTGAGE,110000,WA,18.97,2,22,40,0,76,15,2,0,0,non-default
6445112,7987237,Late (31-120 days),8000, 36 months,18.85,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,28500,MI,17.6,0,59,22,0,115,11,1,0,0,default
5994610,7466761,Charged Off,7125, 36 months,13.68,Verified,home_improvement,1,INDIVIDUAL,OWN,45600,TX,9.08,0,34,15,1,118,4,1,0,0,default
6334594,7806754,Fully Paid,15000, 36 months,11.55,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,89900,NY,11.24,0,54,63,1,41,14,2,0,0,non-default
6474900,8017049,Fully Paid,20000, 36 months,8.9,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,FL,1.2,0,70,20,1,98,8,1,0,0,non-default
6454875,7997005,Fully Paid,3775, 36 months,13.68,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,24000,OH,22.05,0,70,44,1,71,12,1,0,0,non-default
6444692,7986840,Charged Off,15000, 60 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,RENT,55000,VA,7.66,2,20,25,2,97,10,1,0,0,default
6444885,7987020,Fully Paid,18000, 36 months,11.55,Verified,debt_consolidation,1,INDIVIDUAL,RENT,175000,CA,9.79,0,74,46,0,74,14,1,0,0,non-default
5224939,6567108,Fully Paid,10000, 36 months,11.55,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75000,NC,8.37,0,66,38,2,75,9,1,0,0,non-default
6295709,7827718,Fully Paid,35000, 36 months,20.31,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,327000,TN,13.02,1,19,28,1,69,11,1,0,0,non-default
6406322,7938419,Fully Paid,3000, 36 months,13.05,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,35000,SC,4.25,0,72,35,1,64,6,1,0,0,non-default
6406395,7938483,Fully Paid,4000, 36 months,18.25,Verified,debt_consolidation,1,INDIVIDUAL,OWN,78000,NY,22,3,7,24,1,17,4,1,0,0,non-default
6386306,7918400,Fully Paid,6400, 36 months,12.35,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,69000,IL,16.7,0,73,30,0,111,12,1,0,0,non-default
6376360,7908465,Fully Paid,8775, 36 months,12.35,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,38000,TX,28.42,1,18,34,1,97,22,1,0,0,non-default
6416369,7948443,Fully Paid,20000, 36 months,11.55,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,125000,WA,4.5,0,43,16,0,101,9,1,0,0,non-default
6386110,7918206,Fully Paid,4800, 36 months,14.33,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,42000,IN,9.2,0,62,33,0,40,8,1,0,0,non-default
6319382,7850778,Fully Paid,4000, 36 months,20.31,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,55000,OK,34.87,2,18,22,1,93,8,1,0,0,non-default
6376150,7908255,Fully Paid,10000, 36 months,13.68,Verified,debt_consolidation,1,INDIVIDUAL,RENT,45000,CO,31.52,0,43,23,0,95,7,1,0,0,non-default
6376156,7908261,Fully Paid,7000, 36 months,14.33,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,46000,TN,22.43,0,38,16,1,104,9,1,0,0,non-default
6210241,4857475,Fully Paid,12175, 36 months,13.68,Source Verified,home_improvement,1,INDIVIDUAL,OWN,92000,FL,15.72,0,61,56,1,56,22,1,0,0,non-default
6405555,7937676,Fully Paid,11125, 36 months,9.71,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,47000,CO,15.22,0,50,25,0,98,14,1,0,0,non-default
6395932,7928005,Fully Paid,15850, 60 months,22.7,Verified,debt_consolidation,1,INDIVIDUAL,RENT,72000,VA,18.62,0,29,48,1,60,17,1,0,0,non-default
6289941,7821243,Fully Paid,24000, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,84000,TX,10.21,0,42,24,1,105,9,1,0,0,non-default
5937749,7410170,Fully Paid,7200, 36 months,9.71,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,50000,NY,7.94,0,45,29,1,111,10,1,0,0,non-default
6415220,7947326,Charged Off,18000, 36 months,11.55,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,52000,IN,9.68,0,29,25,0,93,12,1,0,0,default
6405689,7937804,Fully Paid,8500, 36 months,15.22,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,TX,8.69,0,60,27,1,57,8,2,0,0,non-default
6415726,7947819,Fully Paid,7200, 36 months,11.55,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,61000,GA,30.85,1,12,27,1,105,11,1,0,0,non-default
6415742,7947835,Charged Off,15000, 60 months,14.33,Verified,credit_card,1,INDIVIDUAL,RENT,45000,OH,22.19,1,23,21,0,94,10,1,0,0,default
6395498,7232685,Fully Paid,5000, 36 months,15.88,Verified,home_improvement,1,INDIVIDUAL,RENT,45000,CA,14.83,0,53,20,0,8,5,4,0,0,non-default
6395495,7927596,Late (16-30 days),10000, 36 months,20.8,Verified,other,1,INDIVIDUAL,RENT,47000,MD,8.99,0,72,52,3,43,22,1,0,0,default
6320467,7851725,Fully Paid,8500, 36 months,14.33,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,62687,IN,4.08,0,25,19,6,94,6,1,0,0,non-default
6188341,7660478,Fully Paid,10500, 36 months,18.85,Verified,major_purchase,1,INDIVIDUAL,RENT,285000,OR,12.65,0,82,34,1,52,17,3,0,0,non-default
6325649,7857625,Charged Off,7875, 36 months,18.85,Verified,debt_consolidation,1,INDIVIDUAL,OWN,43000,CA,31.57,0,53,24,4,53,11,1,0,0,default
6385072,7917205,Fully Paid,8000, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,36000,TN,10.83,0,42,38,1,66,12,1,0,0,non-default
6394953,7927090,Fully Paid,13250, 36 months,12.35,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,83000,CA,7.36,0,39,7,1,112,5,1,0,0,non-default
6395200,7927321,Fully Paid,4750, 36 months,18.85,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,32000,FL,6.3,0,46,40,1,44,10,1,0,0,non-default
6414834,7946965,Charged Off,12000, 60 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,100000,FL,21.32,1,20,46,0,107,17,1,0,0,default
6374650,7906799,Fully Paid,5000, 36 months,13.68,Source Verified,home_improvement,1,INDIVIDUAL,OWN,28000,NC,22.37,0,48,42,1,59,14,1,0,0,non-default
6394707,7926853,Fully Paid,5000, 36 months,13.05,Verified,debt_consolidation,1,INDIVIDUAL,RENT,92000,FL,5.27,0,37,29,3,69,8,1,0,0,non-default
6331914,7863083,Fully Paid,10000, 36 months,21.15,Verified,other,1,INDIVIDUAL,MORTGAGE,120000,MO,3.7,0,38,38,5,69,6,1,0,0,non-default
6311887,7843111,Charged Off,8000, 36 months,15.88,Verified,debt_consolidation,1,INDIVIDUAL,RENT,42000,WA,20.66,0,57,16,0,65,9,2,0,0,default
6311797,7843015,Fully Paid,12000, 36 months,19.52,Not Verified,other,1,INDIVIDUAL,RENT,70000,CA,21.24,0,67,14,1,94,11,1,0,0,non-default
6331901,7863070,Fully Paid,9600, 36 months,16.78,Verified,credit_card,1,INDIVIDUAL,RENT,92000,DC,8.92,1,19,12,1,97,7,1,0,0,non-default
6291195,7822391,Fully Paid,6000, 36 months,18.85,Not Verified,home_improvement,1,INDIVIDUAL,RENT,58000,MI,15.93,0,62,22,3,113,13,1,0,0,non-default
6331792,7862963,Fully Paid,10000, 36 months,21.15,Verified,credit_card,1,INDIVIDUAL,RENT,82000,NJ,23.8,0,37,18,3,95,9,1,0,0,non-default
6301632,7832848,Charged Off,10000, 36 months,16.78,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,40000,OH,16.08,0,61,44,0,60,13,1,0,0,default
6305315,7837363,Fully Paid,6000, 36 months,11.55,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,57000,CA,11.28,0,24,16,0,93,7,1,0,0,non-default
6321565,7852757,Fully Paid,4850, 36 months,13.68,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,58000,GA,30.27,1,9,24,0,7,10,10,0,0,non-default
6331589,7862764,Charged Off,12000, 36 months,16.78,Verified,credit_card,1,INDIVIDUAL,RENT,65000,FL,18.55,0,54,27,0,84,18,1,0,0,default
6311642,7842859,Fully Paid,10000, 36 months,13.68,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,36000,FL,27.2,0,74,33,0,52,13,1,0,0,non-default
6308797,7840257,Charged Off,18550, 60 months,15.88,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,FL,20.43,1,22,27,0,106,10,1,0,0,default
6321390,7852587,Fully Paid,4500, 36 months,20.31,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,105000,NY,13.1,0,56,45,1,69,25,1,0,0,non-default
6320969,7852193,Fully Paid,25000, 60 months,19.52,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,130000,CA,1.03,1,9,19,2,117,9,1,0,0,non-default
6330965,7862179,Fully Paid,10575, 36 months,11.55,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,45000,RI,7.71,0,43,23,1,110,14,1,0,0,non-default
6291219,7822412,Fully Paid,7750, 36 months,15.22,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,60000,IL,2.82,0,39,40,0,38,6,1,0,0,non-default
6255415,7767531,Fully Paid,9500, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,27168,IN,29.55,0,66,13,2,93,5,1,0,0,non-default
6320900,7852125,Charged Off,23325, 60 months,16.78,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,52000,CA,9.05,1,14,21,1,85,14,1,0,0,default
6330811,7862025,Charged Off,30000, 36 months,20.31,Verified,debt_consolidation,1,INDIVIDUAL,RENT,123600,VA,9.37,2,9,40,2,24,6,3,0,0,default
6310765,5467507,Fully Paid,6000, 36 months,10.64,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,30000,NM,10.4,0,56,16,0,96,6,1,0,0,non-default
6330720,7861937,Fully Paid,11000, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,RENT,34000,IL,12.78,0,30,54,3,41,18,1,0,0,non-default
6320782,7852017,Fully Paid,20000, 36 months,13.68,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,120000,TX,13.96,0,66,28,2,93,12,1,0,0,non-default
6330762,7861963,Fully Paid,2950, 36 months,11.55,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,50000,CA,21.12,0,28,12,0,94,3,1,0,0,non-default
6177208,7669325,Fully Paid,7000, 36 months,13.05,Verified,debt_consolidation,1,INDIVIDUAL,RENT,135000,CA,12.36,1,22,46,0,47,11,1,0,0,non-default
6300698,7831971,Fully Paid,3000, 36 months,12.35,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,49000,CA,10.9,0,76,38,0,77,12,1,0,0,non-default
6307086,7838793,Fully Paid,15350, 36 months,8.9,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,55555,MI,28.1,2,7,24,0,3,14,1,0,0,non-default
6290201,6069012,Fully Paid,5600, 36 months,16.78,Verified,debt_consolidation,1,INDIVIDUAL,OWN,61000,GA,11.37,4,7,30,2,27,14,6,0,0,non-default
5939579,7411989,Fully Paid,18000, 60 months,22.2,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,65000,HI,22.26,0,38,19,1,95,10,1,0,0,non-default
6330062,7861324,Charged Off,26500, 60 months,25.8,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,94200,CA,13.85,0,54,29,2,32,10,2,0,0,default
6320455,7851713,Fully Paid,7775, 36 months,17.56,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,69000,FL,13.13,0,31,22,2,97,9,1,0,0,non-default
6320552,1362014,Fully Paid,30000, 36 months,20.8,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,81000,GA,30.48,0,69,33,2,18,13,1,0,0,non-default
6290316,7821589,Fully Paid,18000, 36 months,15.88,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,124800,CA,7.01,0,64,22,2,94,12,1,0,0,non-default
6298177,7829705,Fully Paid,9950, 36 months,21.6,Not Verified,other,1,INDIVIDUAL,RENT,70000,GA,13.13,0,80,15,3,94,7,1,0,0,non-default
6290440,7821699,Fully Paid,13300, 60 months,20.8,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,100000,IN,16.01,0,43,35,1,47,13,2,0,0,non-default
6310251,7841549,Fully Paid,7500, 36 months,15.22,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,92001,MD,11,0,31,28,2,116,10,1,0,0,non-default
6289192,7820589,Fully Paid,7750, 36 months,13.68,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,50000,AL,15.46,0,77,36,1,55,11,3,0,0,non-default
6330027,7861289,Fully Paid,10000, 36 months,13.68,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,75000,OH,5.25,0,42,38,1,40,11,1,0,0,non-default
6309467,5197061,Fully Paid,18000, 36 months,9.71,Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,FL,8.7,2,10,26,0,93,14,1,0,0,non-default
6299823,7831145,Fully Paid,10800, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,RENT,50000,TN,15.55,0,42,26,1,79,10,1,0,0,non-default
6289616,7820954,Fully Paid,11200, 36 months,15.88,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,63000,CA,10.57,0,53,7,1,88,5,1,0,0,non-default
6289762,7821076,Fully Paid,24375, 60 months,21.15,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,110000,AL,16.84,0,45,24,2,110,14,1,0,0,non-default
6185371,7657517,Fully Paid,6000, 36 months,10.64,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,57000,OH,19.18,0,82,21,1,93,14,1,0,0,non-default
6309525,7840907,Charged Off,10750, 36 months,15.22,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,35000,FL,31.55,3,2,24,0,113,14,1,0,1,default
6286959,3409515,Fully Paid,12675, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,RENT,90000,MN,7.96,0,52,42,4,53,8,1,0,0,non-default
5939653,7412066,Fully Paid,18000, 60 months,14.33,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,215000,TX,3.71,0,44,27,0,93,9,1,0,0,non-default
6329418,7860769,Fully Paid,12375, 60 months,14.33,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75000,FL,11.65,0,65,17,0,117,14,1,0,0,non-default
5937141,7409550,Late (31-120 days),27575, 60 months,24.89,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,116000,NJ,15.07,1,22,34,2,108,17,1,0,0,default
5705690,7117822,Fully Paid,3750, 36 months,21.15,Verified,medical,1,INDIVIDUAL,MORTGAGE,63600,MI,15.23,0,47,41,2,30,9,2,0,0,non-default
6298803,7830244,Charged Off,11000, 36 months,8.9,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,AZ,8.91,0,58,32,0,60,8,1,0,0,default
6298740,4849707,Fully Paid,28000, 60 months,23.5,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,92000,IN,17.19,1,18,18,1,106,9,1,0,0,non-default
6298694,7830158,Fully Paid,8400, 36 months,12.35,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,130000,NC,12.16,0,44,45,0,59,8,1,0,0,non-default
6318784,7850245,Charged Off,6000, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,64000,PA,4.63,0,54,43,4,98,15,1,0,0,default
6328657,7860110,Fully Paid,7550, 36 months,16.78,Verified,other,1,INDIVIDUAL,RENT,47500,NV,13.52,0,61,37,2,56,13,1,0,0,non-default
6308548,7840049,Charged Off,10000, 36 months,13.05,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,40000,TX,11.73,0,29,19,0,86,11,1,0,0,default
6317861,7849465,Fully Paid,15000, 36 months,13.68,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,40000,IN,27.93,1,21,16,1,116,9,1,0,0,non-default
5125217,6447528,Fully Paid,8000, 36 months,13.05,Verified,credit_card,1,INDIVIDUAL,RENT,120000,CA,14.84,1,17,34,0,47,13,1,0,0,non-default
6158728,7640843,Fully Paid,10050, 36 months,11.55,Verified,debt_consolidation,1,INDIVIDUAL,RENT,52000,CA,2.31,0,37,28,0,64,5,2,0,0,non-default
6308252,7839784,Fully Paid,16000, 60 months,15.88,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,54000,MN,13.24,0,43,29,0,99,10,2,0,0,non-default
6316515,7848337,Fully Paid,6650, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,25932.91,CA,18.65,0,44,19,1,116,13,1,0,0,non-default
6318133,7849676,Charged Off,6650, 36 months,12.35,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,26000,NC,17.54,0,44,22,1,94,13,1,0,0,default
6318114,7849660,Fully Paid,14400, 60 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,RENT,123000,AL,17.08,0,62,33,0,64,11,1,0,0,non-default
6317994,1614196,Fully Paid,12000, 36 months,9.71,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,95000,CA,8.78,1,17,49,3,54,10,1,0,0,non-default
6287868,4726528,Fully Paid,35000, 36 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,220000,NC,12.59,0,34,55,1,26,18,1,0,0,non-default
6287936,1641657,Fully Paid,16000, 60 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,92000,MO,14.93,1,15,23,0,59,16,1,0,0,non-default
6297834,5481161,Fully Paid,7200, 36 months,17.56,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,36000,CA,25.43,0,30,27,0,115,9,1,0,0,non-default
6297882,5789973,Fully Paid,12000, 36 months,19.52,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,130000,TN,8.2,0,24,34,5,111,16,1,0,0,non-default
5855907,7318055,Fully Paid,10000, 36 months,13.68,Verified,credit_card,1,INDIVIDUAL,RENT,36000,NJ,28.17,0,43,27,1,66,12,1,0,0,non-default
6317683,7849323,Fully Paid,9200, 36 months,14.33,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,68808,CA,13.1,0,57,28,2,49,11,1,0,0,non-default
6317769,7849390,Fully Paid,15000, 36 months,13.05,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,140000,KS,14.04,0,59,48,0,61,21,1,0,0,non-default
6327840,7859425,Fully Paid,12000, 36 months,15.88,Verified,debt_consolidation,1,INDIVIDUAL,RENT,210000,MD,9.03,1,8,24,1,53,12,4,0,0,non-default
6297610,4848154,Charged Off,10000, 36 months,19.52,Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,WA,4.56,1,1,21,0,63,8,2,1,1,default
6307561,7839214,Fully Paid,7000, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,RENT,51000,CA,17.84,0,76,39,0,36,9,1,0,0,non-default
6317403,7849078,Fully Paid,18075, 36 months,15.22,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,220000,CA,1.21,0,81,34,4,42,15,1,0,0,non-default
6317441,7849114,Fully Paid,6250, 36 months,15.22,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42400,OK,19.05,2,13,29,2,95,13,1,0,0,non-default
6307520,7839176,Fully Paid,7200, 36 months,18.85,Verified,debt_consolidation,1,INDIVIDUAL,RENT,42000,CA,6.91,0,63,23,1,63,9,1,0,0,non-default
6297332,7829033,Fully Paid,7000, 36 months,10.64,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,NV,16.77,0,36,35,0,107,16,1,0,0,non-default
6327320,7858974,Fully Paid,10000, 36 months,8.9,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,40000,GA,20.82,2,7,30,0,113,10,1,0,0,non-default
6286619,7818404,Fully Paid,12000, 60 months,17.56,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,48000,AZ,13.13,0,34,27,1,55,12,2,0,0,non-default
6287193,7818871,Fully Paid,14000, 36 months,10.64,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,100000,TX,7.9,0,35,23,0,93,11,1,0,0,non-default
6286997,7818698,Charged Off,6000, 36 months,19.52,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,100000,AZ,14.88,0,48,14,4,63,9,1,0,0,default
6296787,7828570,Fully Paid,9000, 36 months,15.88,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,49000,NY,15.82,0,78,37,3,110,16,1,0,0,non-default
6306815,7838577,Fully Paid,5000, 36 months,17.56,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,187000,TX,5.67,0,70,39,2,26,22,1,0,0,non-default
6157870,7639992,Fully Paid,14825, 60 months,15.22,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,180000,NV,6.13,0,70,30,0,69,12,1,0,0,non-default
6286895,7818633,Fully Paid,12000, 60 months,15.88,Source Verified,credit_card,1,INDIVIDUAL,RENT,48000,CA,19.58,0,40,20,0,109,9,1,0,0,non-default
6316814,7848586,Fully Paid,18000, 36 months,12.35,Verified,credit_card,1,INDIVIDUAL,RENT,57000,TX,18.58,0,35,23,0,113,11,1,0,0,non-default
6316551,7848370,Fully Paid,10000, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,58000,WA,10.45,0,51,41,1,51,12,3,0,0,non-default
6296763,7828554,Fully Paid,2500, 36 months,10.64,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,90000,PA,11.4,0,33,31,0,40,5,1,0,0,non-default
6316691,3865272,Fully Paid,35000, 60 months,24.5,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,132000,VA,21.83,0,50,51,3,79,14,1,0,0,non-default
6286267,7818112,Fully Paid,15000, 36 months,15.22,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,58000,UT,18.14,0,28,14,0,119,7,1,0,0,non-default
6255026,7767154,Fully Paid,10000, 36 months,13.68,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,110000,CA,3.61,0,40,36,2,41,11,1,0,0,non-default
6316386,4718142,Fully Paid,10150, 36 months,18.25,Verified,debt_consolidation,1,INDIVIDUAL,RENT,78000,FL,8.23,1,8,46,1,80,12,1,0,0,non-default
6296094,7828022,Fully Paid,30000, 36 months,14.33,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,90000,KY,12.05,0,80,25,2,119,13,1,0,0,non-default
6286273,4420969,Charged Off,7975, 36 months,16.78,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,65000,MN,15.54,0,47,30,3,30,10,1,0,0,default
6286490,7818293,Fully Paid,9500, 36 months,19.52,Source Verified,vacation,1,INDIVIDUAL,OWN,75000,MI,13.12,0,57,16,0,99,8,2,0,0,non-default
5650731,7033202,Fully Paid,7000, 36 months,13.05,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,58000,CA,7.28,0,27,11,0,45,9,1,0,0,non-default
6325786,7857729,Fully Paid,20000, 36 months,13.68,Verified,home_improvement,1,INDIVIDUAL,RENT,45000,NY,6.43,0,25,28,3,55,17,1,0,0,non-default
6326235,7858100,Fully Paid,10000, 36 months,11.55,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,57000,TX,27.85,0,51,25,1,117,15,1,0,0,non-default
6286000,7817882,Fully Paid,3750, 36 months,17.56,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,38000,FL,18.7,0,72,11,0,101,8,1,0,0,non-default
6245131,7757268,Fully Paid,18225, 36 months,9.71,Verified,debt_consolidation,1,INDIVIDUAL,RENT,50000,CA,14.76,1,10,15,0,106,11,1,0,0,non-default
6305483,7837513,Fully Paid,7125, 36 months,18.85,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,41000,CA,7.76,0,38,13,2,93,7,1,0,0,non-default
6296086,7828017,Fully Paid,10000, 36 months,13.05,Verified,debt_consolidation,1,INDIVIDUAL,RENT,72300,OH,18.37,0,42,40,2,63,11,1,0,0,non-default
4805692,6067899,Fully Paid,7350, 36 months,11.55,Not Verified,house,1,INDIVIDUAL,RENT,28000,NY,27.17,1,23,17,0,93,9,1,0,0,non-default
5964723,7436876,Fully Paid,1000, 36 months,20.31,Not Verified,other,1,INDIVIDUAL,MORTGAGE,37000,MI,6.1,1,6,13,1,118,6,1,0,0,non-default
5977883,7450316,Fully Paid,13000, 36 months,12.35,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,68771,CA,23.57,1,2,45,1,85,13,1,0,1,non-default
6285776,1732243,Charged Off,10000, 36 months,21.15,Verified,medical,1,INDIVIDUAL,RENT,66000,GA,28.89,3,20,30,2,10,13,3,0,0,default
